Date,Open,High,Low,Close,Adj Close,Volume
2023-06-08,343.03520441858984,347.4567741982454,342.8092322651374,346.9949645996094,346.9949645996094,47153900
2023-06-09,348.44924174376325,351.4264313853431,346.8771217711748,348.3215026855469,348.3215026855469,53196900
2023-06-12,349.98198769312216,354.3052943529786,349.00925194071897,354.20703125,354.20703125,44606500
2023-06-13,356.9583089451528,357.76399456101933,353.75511715426626,356.9288330078125,356.9288330078125,57097800
2023-06-14,356.93865987143437,359.8077812170539,354.1383556980209,359.5228271484375,359.5228271484375,69525600
2023-06-15,358.2553024890387,365.29051650085,357.63630776633585,363.8068542480469,363.8068542480469,71138800
2023-06-16,366.2239501258424,366.35168918348165,361.0752864749284,361.5174255371094,361.5174255371094,80932000
2023-06-20,360.0652033270036,362.3970867681533,358.0383324018878,360.9999084472656,360.9999084472656,49204700
2023-06-21,359.8584755456989,360.291402247806,355.15534457900924,356.0802307128906,356.0802307128906,53378300
2023-06-22,354.83069680412274,360.43901681980367,354.4272864301973,360.2816162109375,360.2816162109375,47603000
2023-06-23,356.38528138026277,359.01235823948906,355.01764962720034,356.7099914550781,356.7099914550781,48922900
2023-06-26,356.1786373877198,358.97296342588555,351.83955148925304,351.9281005859375,351.9281005859375,52685500
2023-06-27,353.4728819606406,358.70733796883354,352.74479154792726,357.9792175292969,357.9792175292969,49428100
2023-06-28,356.15899579339106,360.62596625050804,356.0802654616045,358.6778259277344,358.6778259277344,46498000
2023-06-29,358.3826727205455,359.02224413799314,356.31646669343706,357.9595947265625,357.9595947265625,46151000
2023-06-30,361.63938600193586,364.53211002061613,361.3245547688206,363.4793395996094,363.4793395996094,58712500
2023-07-03,364.1188942951923,364.96505018225037,363.0365774410757,364.3353576660156,364.3353576660156,19432900
2023-07-05,362.77089140209085,366.02766038802605,362.73152624064664,364.3254699707031,364.3254699707031,34460900
2023-07-06,360.61610687732315,361.9935872602602,358.6580879500002,361.5508117675781,361.5508117675781,49374700
2023-07-07,361.3245946385069,364.52233147221807,360.12421222600994,360.3504943847656,360.3504943847656,47133700
2023-07-10,360.075005281917,361.14747343769193,357.56602372802837,360.46856689453125,360.46856689453125,48498800
2023-07-11,360.89166814029903,362.70207554585426,358.7565506409738,362.2494812011719,362.2494812011719,38214100
2023-07-12,366.35235412152997,368.17261006456084,364.34515118816057,366.82464599609375,366.82464599609375,61975400
2023-07-13,370.0026714877334,373.87931415841757,369.4221629695209,373.0528259277344,373.0528259277344,46960000
2023-07-14,373.48583975813085,376.70324433821355,372.09851025291334,372.9742126464844,372.9742126464844,55148500
2023-07-17,373.69243480663897,377.33294722080336,373.2103240915252,376.4572448730469,376.4572448730469,40868900
2023-07-18,375.8177436651263,380.9046187949736,373.88927057179444,379.5369567871094,379.5369567871094,55262000
2023-07-19,380.59947089312925,381.74082028476727,378.11997634250173,379.4482727050781,379.4482727050781,54093000
2023-07-20,376.4571644907943,377.92322394765165,369.6779794496444,370.7012634277344,370.7012634277344,71941700
2023-07-21,373.08237777764356,373.8104982140494,369.15655080179084,369.5894775390625,369.5894775390625,60499600
2023-07-24,370.56358341647297,371.508137285771,368.32024921012385,370.17987060546875,370.17987060546875,40380100
