Date,Open,High,Low,Close,Adj Close,Volume
2024-06-07,14.694367309292158,14.694367309292158,14.543912780764492,14.594063758850098,14.594063758850098,57600
2024-06-10,14.568989753723145,14.619140734172861,14.376743000106792,14.568989753723145,14.568989753723145,106300
2024-06-11,14.477046697888419,14.510481751713547,14.410178184509277,14.410178184509277,14.410178184509277,66800
2024-06-12,14.711087910486402,14.986920739058657,14.577350878104168,14.602425575256348,14.602425575256348,82000
2024-06-13,14.627500229859974,14.719445027185815,14.535555432534133,14.669292449951172,14.669292449951172,63400
2024-06-14,14.610781282968915,14.65257509326596,14.502120564738295,14.594063758850098,14.594063758850098,54700
2024-06-17,14.56899211429638,14.635860630487498,14.477047306681902,14.602425575256348,14.602425575256348,57100
2024-06-18,14.58571255801938,14.70273208618164,14.58571255801938,14.70273208618164,14.70273208618164,65400
2024-06-20,14.694373448391179,14.711090979494344,14.62750491825004,14.652581214904785,14.652581214904785,59500
2024-06-21,14.652577592105914,14.702728578744232,14.6358600651361,14.66093635559082,14.66093635559082,51200
2024-06-24,14.68788565378258,14.85632374047121,14.662619217917301,14.729994773864746,14.729994773864746,55600
2024-06-25,14.746843419706718,14.746843419706718,14.502605953290281,14.603670120239258,14.603670120239258,62500
2024-06-26,14.527871836008687,14.578403114353028,14.460496262762772,14.536293983459473,14.536293983459473,27900
2024-06-27,14.637351622242706,14.704727172851562,14.527866954888253,14.704727172851562,14.704727172851562,119800
2024-06-28,14.780527839049165,15.024765263074238,14.755263006467372,15.016343116760254,15.016343116760254,71000
2024-07-01,15.007919266777748,15.007919266777748,14.713150604690467,14.780526161193848,14.780526161193848,48800
2024-07-02,14.788953088652566,14.906861555429908,14.788953088652566,14.898439407348633,14.898439407348633,48300
2024-07-03,14.940547738662664,15.05845459274456,14.89001645925048,14.915281295776367,14.915281295776367,56300
2024-07-05,14.915281846816267,14.932126142696104,14.831063580138016,14.906861305236816,14.906861305236816,32500
2024-07-08,14.965812907542537,15.092141898499094,14.965812907542537,15.066875457763672,15.066875457763672,78000
2024-07-09,15.058450698852539,15.066872844303463,14.9068568998159,15.058450698852539,15.058450698852539,80900
2024-07-10,15.159513473510742,15.159513473510742,15.058449343555669,15.159513473510742,15.159513473510742,69100
2024-07-11,15.378487545002356,15.782740934343098,15.378487545002356,15.749053955078125,15.749053955078125,145800
2024-07-12,15.883806654774759,16.077511222184125,15.866962360297334,16.010135650634766,16.010135650634766,80100
2024-07-15,16.085936101777783,16.380704879760742,16.085936101777783,16.380704879760742,16.380704879760742,121200
2024-07-16,16.4649173381033,16.751263866275536,16.4649173381033,16.742841720581055,16.742841720581055,115500
2024-07-17,16.608091624358224,17.003924464560786,16.608091624358224,16.827062606811523,16.827062606811523,142000
2024-07-18,16.78494972295993,17.012342800699244,16.46491466398761,16.540712356567383,16.540712356567383,124400
2024-07-19,16.54071856516359,16.56598500762726,16.37228043448696,16.448078155517578,16.448078155517578,97100
2024-07-22,16.517605154479163,16.670232158506188,16.28866464843863,16.661752700805664,16.661752700805664,89400
2024-07-23,16.636319438142515,16.8737378344434,16.5515264606244,16.79742431640625,16.79742431640625,75500
2024-07-24,16.746549196965084,16.87373785474955,16.50912918308696,16.517608642578125,16.517608642578125,81100
2024-07-25,16.59391839714501,16.839817814743405,16.551522726596193,16.627836227416992,16.627836227416992,96600
2024-07-26,16.85677467710107,17.017881132148556,16.755024423496113,16.983964920043945,16.983964920043945,71500
2024-07-29,17.051796901131237,17.051796901131237,16.814376975922542,16.899169921875,16.899169921875,85300
