Date,Price,Cash,Inventory,Avg_Cost,Total_Value
2024-08-19,49.75661087036133,300.0,0,0.0,300.0
2024-08-20,49.77382659912109,300.0,0,0.0,300.0
2024-08-21,49.911529541015625,300.0,0,0.0,300.0
2024-08-22,49.79964065551758,300.0,0,0.0,300.0
2024-08-23,50.00617599487305,300.0,0,0.0,300.0
2024-08-26,50.16107940673828,300.0,0,0.0,300.0
2024-08-27,50.21271133422852,300.0,0,0.0,300.0
2024-08-28,50.169677734375,300.0,0,0.0,300.0
2024-08-29,50.38481521606445,300.0,0,0.0,300.0
2024-08-30,50.62577819824219,300.0,0,0.0,300.0
2024-09-03,50.33118438720703,300.0,0,0.0,300.0
2024-09-04,50.41782379150391,300.0,0,0.0,300.0
2024-09-05,50.19255447387695,300.0,0,0.0,300.0
2024-09-06,49.84597396850586,300.0,0,0.0,300.0
2024-09-09,50.339839935302734,300.0,0,0.0,300.0
2024-09-10,50.4265022277832,300.0,0,0.0,300.0
2024-09-11,50.55644607543945,300.0,0,0.0,300.0
2024-09-12,50.6864128112793,300.0,0,0.0,300.0
2024-09-13,50.97235107421875,300.0,0,0.0,300.0
2024-09-16,51.16296005249024,300.0,0,0.0,300.0
2024-09-17,51.128299713134766,300.0,0,0.0,300.0
2024-09-18,50.98966598510742,300.0,0,0.0,300.0
2024-09-19,51.30159378051758,300.0,0,0.0,300.0
2024-09-20,51.24959945678711,300.0,0,0.0,300.0
2024-09-23,51.39689636230469,300.0,0,0.0,300.0
2024-09-24,51.33624267578125,300.0,0,0.0,300.0
2024-09-25,51.23226547241211,300.0,0,0.0,300.0
2024-09-26,51.39689636230469,300.0,0,0.0,300.0
2024-09-27,51.47488021850586,300.0,0,0.0,300.0
2024-09-30,51.5615119934082,300.0,0,0.0,300.0
2024-10-01,51.55455017089844,300.0,0,0.0,300.0
2024-10-02,51.62430953979492,300.0,0,0.0,300.0
2024-10-03,51.380104064941406,300.0,0,0.0,300.0
2024-10-04,51.58942794799805,300.0,0,0.0,300.0
2024-10-07,51.31905364990234,300.0,0,0.0,300.0
2024-10-08,51.44989013671875,300.0,0,0.0,300.0
2024-10-09,51.65047836303711,300.0,0,0.0,300.0
2024-10-10,51.58942794799805,300.0,0,0.0,300.0
2024-10-11,51.85980224609375,300.0,0,0.0,300.0
2024-10-14,52.07784652709961,300.0,0,0.0,300.0
2024-10-15,51.95574569702149,300.0,0,0.0,300.0
2024-10-16,52.13017654418945,300.0,0,0.0,300.0
2024-10-17,52.19123077392578,300.0,0,0.0,300.0
2024-10-18,52.24356842041016,300.0,0,0.0,300.0
2024-10-21,52.025516510009766,300.0,0,0.0,300.0
2024-10-22,51.98190307617188,300.0,0,0.0,300.0
2024-10-23,51.92085266113281,300.0,0,0.0,300.0
2024-10-24,51.79874801635742,300.0,0,0.0,300.0
2024-10-25,51.65920639038086,300.0,0,0.0,300.0
2024-10-28,51.772586822509766,300.0,0,0.0,300.0
2024-10-29,51.66792678833008,300.0,0,0.0,300.0
2024-10-30,51.58942794799805,300.0,0,0.0,300.0
2024-10-31,51.1882209777832,300.0,0,0.0,300.0
2024-11-01,51.32427978515625,300.0,0,0.0,300.0
2024-11-04,51.28916931152344,300.0,0,0.0,300.0
2024-11-05,51.684173583984375,300.0,0,0.0,300.0
2024-11-06,52.30740737915039,300.0,0,0.0,300.0
2024-11-07,52.377628326416016,300.0,0,0.0,300.0
2024-11-08,52.693634033203125,300.0,0,0.0,300.0
2024-11-11,52.73752212524414,300.0,0,0.0,300.0
2024-11-12,52.64096832275391,300.0,0,0.0,300.0
2024-11-13,52.68485641479492,300.0,0,0.0,300.0
2024-11-14,52.47418594360352,300.0,0,0.0,300.0
2024-11-15,52.02651596069336,300.0,0,0.0,300.0
2024-11-18,52.16696166992188,300.0,0,0.0,300.0
2024-11-19,52.14939880371094,300.0,0,0.0,300.0
2024-11-20,52.21084213256836,300.0,0,0.0,300.0
2024-11-21,52.58830261230469,300.0,0,0.0,300.0
2024-11-22,52.80774688720703,300.0,0,0.0,300.0
2024-11-25,53.1061897277832,300.0,0,0.0,300.0
2024-11-26,53.26420211791992,300.0,0,0.0,300.0
2024-11-27,53.27297592163086,300.0,0,0.0,300.0
2024-11-29,53.395877838134766,300.0,0,0.0,300.0
2024-12-02,53.28276443481445,300.0,0,0.0,300.0
2024-12-03,53.097198486328125,300.0,0,0.0,300.0
2024-12-04,53.16789245605469,300.0,0,0.0,300.0
2024-12-05,53.00884246826172,300.0,0,0.0,300.0
2024-12-06,52.93814468383789,300.0,0,0.0,300.0
2024-12-09,52.726070404052734,300.0,0,0.0,300.0
2024-12-10,52.69956970214844,300.0,0,0.0,300.0
2024-12-11,52.681884765625,300.0,0,0.0,300.0
2024-12-12,52.58469772338867,300.0,0,0.0,300.0
2024-12-13,52.51399993896485,300.0,0,0.0,300.0
2024-12-16,52.33727264404297,300.0,0,0.0,300.0
2024-12-17,52.23124694824219,300.0,0,0.0,300.0
2024-12-18,51.0383415222168,300.0,0,0.0,300.0
2024-12-19,50.93231201171875,300.0,0,0.0,300.0
2024-12-20,51.42714691162109,300.0,0,0.0,300.0
2024-12-23,51.59503173828125,300.0,0,0.0,300.0
2024-12-24,51.9749870300293,300.0,0,0.0,300.0
2024-12-26,52.01033782958984,300.0,0,0.0,300.0
2024-12-27,51.65688705444336,300.0,0,0.0,300.0
2024-12-30,51.2150764465332,300.0,0,0.0,300.0
2024-12-31,51.18393325805664,248.81606674194336,1,51.18393325805664,300.0
2025-01-02,51.148345947265625,248.81606674194336,1,51.18393325805664,299.964412689209
